Barcode,ISBN,Resource Type,Section,Title,Author,Status,# times Checked Out,Accession Date
3135,0064461068,Books,child 600,"Snap, Button, Zip","Cobb, Vicki",,0,10/1/2015
22953,9781539547884,Books,child. Latin Am,Sneaky Pawtas,"Cano, Janet Lynn",,1,3/5/2019
300680,9780545328265,Books,pic. books pape,Sneezy The Snowman,"Wright, Maureen",,0,4/8/2021
3781,0307175626,Books,Children,Snow,"Wallace, Nancy Elizabeth.",,1,10/1/2015
300278,9780375706868,Books,Fiction,Snow,"Pamuk, Orhan",,3,12/4/2015
15679,9780679764021,Books,Fiction,Snow Falling on Cedars,"Guterson, David",,4,11/28/2015
20819,9780812968064,Books,Fiction,Snow Flower and the Secret Fan,"See, Lisa",,3,12/9/2015
235523,0440202485495,Books,Fiction,snow in April,"Pilcher, Rosamunde",,0,12/11/2020
22392,9780452283909,Books,Fiction,Snow Island,"Towler, Katherine",,2,1/20/2019
1418,9780771027222,Books,Hardcover fict,Snow Job,"Deverell, William , 1937-",,2,9/19/2015
5244,9781595302106,Books,pic. books hard,Snow Wonder We're Friends!,"Wigand, Molly",,0,10/15/2015
5753,9780553805093,Books,Non-fiction,"Snowball, The","Schroeder, Alice.",,1,10/24/2015
21739,374371008,Books,child adv. read,Snowed Up,"Fry, Rosalie K.",,0,11/20/2018
13868,9780439692281,Books,pic. books pape,Snowmen at Night,"Buehner, Caralyn",,0,2/3/2016
18302,9780060724764,Books,Young Adult,Snow-walker,"Fisher, Catherine , 1957-",,2,8/2/2017
3793,0140501827,Books,pic. books pape,"Snowy Day, The","Keats, Ezra Jack.",,1,10/1/2015
18570,9780590189736,Books,pic. books hard,Snowy Flowy Blowy,"Tafuri, Nancy.",,0,8/28/2017
11822,9780307275844,Books,Fiction,Snuff,"Palahniuk, Chuck",,0,12/4/2015
706,0393034909,Books,Fiction,So Far From God,"Castillo, Ana",,1,9/18/2015
461,9780140085563,Books,Judd Dolle,So Far From God,"Marnham, Patrick",,1,9/8/2015
1020,9780385412148,Books,Judd Dolle,So Far From God,"Eisenhower, John S. D. , 1922-2013.",,0,9/17/2015
4692,9780590926676,Books,Young Adult,So Far From Home,"Denenberg, Barry.",,8,9/28/2015
18310,,DVDs,DVD,So I Married an Axe Murderer,,,0,7/31/2017
4130,9780738714714,Books,Young Adult,So Punk Rock,"Ostow, David",,0,9/28/2015
3980,9780689318887,Books,Young Adult,So Sings The Blue Deer,"McGee, Charmayne.",,1,9/28/2015
4671,9781595140326,Books,Young Adult,So Yesterday,"Westerfeld, Scott",,0,9/30/2015
3841,0152012397,Books,Young Adult,So You Want To Be A Wizard,"Duane, Diane.",,3,9/22/2015
6496,9780385348249,Books,Non-fiction,"So, anyway...","Cleese, John.",,5,11/3/2015
19127,9780811845359,Books,Non-fiction,"So, You Want To Be Canadian?","Colburn, Kerry.",,1,11/24/2017
18295,9780545665162,Books,child 700,Soccermania / Futbolmania,"Lombana, Juan Pablo",Lost,1,7/31/2017
4919,0534189482,Books,Non-fiction,Social Forces & Aging,"Atchley, Robert C.",,1,10/19/2015
243,0877228698,Books,Judd Dolle,Social Inequality In Oaxaca,"Murphy, Arthur D.",,0,9/2/2015
23098,9781585426751,Books,Non-fiction,Society's child,"Ian, Janis.",,0,11/7/2015
1984,076791581X,Books,Non-fiction,"sociopath next door, The","Stout, Martha , 1953-",,2,10/27/2015
4676,9781557489333,Books,Young Adult,Sojourner Truth,"Whalin, W. Terry",,0,9/30/2015
5373,9780393317084,Books,Non-fiction,Sojourner Truth,"Painter, Nell Irvin",,0,10/23/2015
5372,9780590446907,Books,Non-fiction,Sojourner Truth,"McKissack, Pat , 1944-",,0,10/23/2015
10879,9780330529860,Books,Fiction,Solace,"McKeon, Belinda",,1,12/3/2015
7579,9780140081138,Books,Non-fiction,"solace of open spaces, The","Ehrlich, Gretel.",,0,11/7/2015
300362,9780307399250,Books,Fiction,Solar,"McEwan, Ian",,6,2/20/2016
14552,0865715610,Books,Non-fiction,Solar Water Heating,"Ramlow, Bob",,0,4/13/2016
17920,9780877887669,Books,Non-fiction,Sold into Egypt,"L'Engle, Madeleine.",,1,6/5/2017
6071,9780440215264,Books,Non-fiction,Soldat,"Knappe, Siegfried",,1,10/29/2015
9592,9780747568230,Books,Fiction,Soldiers of Salamis,"Cercas, Javier",,1,11/18/2015
8781,9780340751022,Books,Fiction,"soldier's return, The","Bragg, Melvyn , 1939-",,1,11/16/2015
16511,9780679425267,Books,Hardcover fict,Sole survivor,"Koontz, Dean R.  (Dean Ray) , 1945-",,0,12/9/2016
1460,0060088575,Books,Hardcover fict,Solitaire,"Eskridge, Kelley",,0,9/21/2015
10253,,Books,Fiction,Solitude,StorrAnthony,,2,4/26/2017
10385,9780440242734,Books,Fiction,Solomon vs. Lord,"Levine, Paul  (Paul J.)",,2,12/2/2015
22193,9781594632365,Books,Fiction,Solsbury Hill,"Wyler, Susan M.",,1,1/2/2019
18292,9780671620998,Books,,Solve your child's sleep problems,"Ferber, Richard , M.D.",,0,7/31/2017
6903,9780071470575,Books,Non-fiction,Solved,"Langer, Stephen E.",,1,10/27/2015
593,0970755805,Books,Judd Dolle,Solving The Greatest Mystery Of Our Time,"Calleman, Carl Johan",,2,9/8/2015
1046,377570180x,Books,Judd Dolle,SOM,"(ed), Stephen Dobney",,0,9/16/2015
5350,9780590291583,Books,child. Latin Am,"Sombreros, Gorras Y Cachuchas","Morris, Ann",,2,10/22/2015
18908,9780743256193,Books,Fiction,Some Danger Involved,"Thomas, Will",,1,10/27/2017
8722,0380715686,Books,Fiction,Some Days You Get the Bear,"Block, Lawrence",,1,11/16/2015
234260,9780452296312,Books,Non-fiction,Some Girls,"Lauren, Jillian.",,1,12/23/2019
2761,0027696405,Books,pic. books hard,Some Of My Best Friends Are Monsters,"Paige, Rob.",,4,10/27/2015
12561,9780312552718,Books,Fiction,"Some Sing, Some Cry","Shange, Ntozake",,3,12/10/2015
12495,0965065900,Books,Fiction,Some Things That Stay,"Willis, Sarah",,0,12/12/2015
6597,9781878818744,Books,Non-fiction,Some things words can do,"Collins, Martha , 1940-",,0,11/5/2015
23235,9780452295377,Books,Fiction,Somebody Else's Daughter,"Brundage, Elizabeth",,1,11/27/2019
2878,9780689718724,Books,Children,"Somebody Loves You, Mr. Hatch","Spinelli, Eileen.",,2,10/1/2015
5693,9780061373732,Books,Non-fiction,Somebody's Gotta Say It,"Boortz, Neal",,1,10/23/2015
16306,9780312428167,Books,Fiction,Someday this pain will be useful to you,"Cameron, Peter , 1959-",,3,12/15/2016
11345,9780393333091,Books,Fiction,Someone Knows My Name,"Hill, Lawrence",,6,11/28/2015
22519,0590455095,Books,child 800,Something Big Has Been Here,"Prelutsky, Jack",,0,1/25/2019
9219,9780312323868,Books,Fiction,Something Blue,"Griffin, Emily",,0,11/27/2019
17720,0976278650,Books,Young Adult,Something Fishy This Way Comes,"Fish, Tim",,2,2/25/2017
11559,0070777608,Books,Fiction,Something I've been meaning to tell you...,"Munro, Alice , 1931-",,0,12/4/2015
4949,9780446677080,Books,Non-fiction,Something More,"Breathnach, Sarah Ban",,1,10/14/2015
7644,9780140185034,Books,Fiction,Something of Myself,"Kipling, Rudyard",,1,2/9/2017
14675,0440479681,Books,child adv. read,Something Queer on Vacation,"Levy, Elizabeth",,1,5/7/2016
9172,9780547549422,Books,Fiction,Something red,"Gilmore, Jennifer.",,1,11/27/2015
10602,9780140045291,Books,Fiction,Sometimes a Great Notion,"Kesey, Ken",,1,12/2/2015
12366,9780062273451,Books,Fiction,Somewhere in France,"Robson, Jennifer",,0,12/9/2015
10375,9780061714733,Books,Fiction,Son of a Witch,"Maguire, Gregory",,2,12/2/2015
7901,0451459628,Books,Fantasy,Son of Avonar,"Berg, Carol.",,0,12/9/2015
11738,9780451208750,Books,Fiction,Son of Holmes,"Lescroart, John",,6,12/2/2015
4193,9781423140597,Books,Young Adult,"Son Of Neptune, The","Riordan, Rick.",,11,9/28/2015
16457,9780399157653,Books,Hardcover fict,Son of Stone,"Woods, Stuart",,2,12/20/2016
4896,0679813454,Books,Young Adult,Son Of The Black Stallion,"Farley, Walter , 1915-1989.",,0,9/28/2015
1851,0679434968,Books,Hardcover fict,"Son Of The Circus, A","Irving, John , 1942-",,1,9/24/2015
18045,0312848803,Books,Hardcover fict,Son of the shadows,"Marillier, Juliet.",,0,6/21/2017
18234,0765343266,Books,Fiction,Son of the shadows,"Marillier, Juliet.",,0,7/27/2017
6667,9780393302196,Books,Non-fiction,Sonata Forms,"Rosen, Charles",,0,11/7/2015
2586,0394893301,Books,pic. books hard,Song And Dance Man,"Ackerman, Karen , 1951-",,2,9/30/2015
7610,,Books,Non-fiction,Song and Poems,"Tennyson, Alfred Lord",,0,11/7/2015
234917,9781524770235,Books,Young Adult,Song For A Whale,"Kelly, Lynne , author.",,0,3/18/2020
16381,9781562477547,Books,Young Adult,"song for Jeffrey, A","Foland, Constance M.",,0,1/11/2017
20861,9780452260115,Books,Fiction,Song Of Solomon,"Morrison, Toni",,2,7/2/2018
21879,9780316641722,Books,Fiction,Song Of Stone Uk Edition,"Banks, Iain",,1,12/14/2018
8208,9781880418598,Books,Horror,Song of Susannah,"King, Stephen",,0,12/14/2015
2865,0689711409,Books,Children,Song Of The Swallows,"Politi, Leo , 1908-1996.",,1,10/1/2015
7707,9780140094299,Books,Non-fiction,"songlines, The","Chatwin, Bruce , 1940-1989.",,2,11/11/2015
11597,0140244824,Books,Fiction,Songs in Ordinary Time,"Morris, Mary McGarry",,2,12/4/2015
22983,9781471172366,Books,Fiction,Songs Of Love And War,"Montefiore, Santa",,1,3/20/2019
13362,9780195694208,Books,Non-fiction,**Songs of the Saints of India,"Hawley, John Stratton",,2,12/22/2015
234882,0864424728,Books,Non-fiction,Songs To An African Sunset,"Nzenza-Shand, Sekai.",,0,3/18/2020
13172,9780375727177,Books,Fiction,Songs Without Words,"Packer, Ann",,3,12/22/2015
15483,,Books,Non-fiction,Sonnets from the Portuguese,"Browning, Elizabeth Barrett",,2,9/14/2016
22346,6717877969,Books,Fiction,Sons,"Buck, Pearl S.",,1,1/17/2019
11061,9781853260476,Books,Fiction,Sons and Lovers  (Wadsworth Collection),"Lawrence, D. H.",,2,12/2/2015
18158,9780312313197,Books,Hardcover fict,**Sons of fortune,"Archer, Jeffrey , 1940-",,4,7/14/2017
10245,9780340551233,Books,Fiction,Sons of Heaven,"Strong, Terence",,0,12/11/2015
1601,02268904997,Books,Judd Dolle,Sons Of The Shaking Earth.,"Wolf, Eric R. , 1923-",,0,9/14/2015
19658,9780060924133,Books,Non-fiction,Sons On Fathers,"Keyes, Ralph",,0,2/21/2018
16085,9781770497894,Books,pic. books hard,Sonya's Chickens,"Wahl, Phoebe",,8,10/26/2016
6314,9780061083457,Books,Fiction,Sooner Or Later,"Macomber, Debbie",,0,10/21/2015
7983,0060153083,Books,Non-fiction,"Soong Dynasty, The","Seagrave, Sterling.",,0,1/20/2020
21287,,Books,pic. books hard,Sooty's First Annual,Dauly Mirror,,0,9/17/2018
234998,9780545426008,Books,child mid reade,Sophia The Snow Swan Fairy,"Meadows, Daisy.",,0,3/28/2020
234330,9780545011938,Books,child inter rea,Sophie The Sapphire Fairy,"Meadows, Daisy",,1,12/30/2019
300427,9780679736370,Books,Fiction,Sophie's Choice,"Styron, William",,1,12/11/2015
23082,9780744577266,Books,child inter rea,Sophie's Tom,"King-Smith, Dick",,0,4/15/2019
234732,9780374530716,Books,Fiction,Sophie's World,"Gaarder, Jostein , 1952-",,2,12/16/2018
21151,9780140440034,Books,Non-fiction,Sophocles,"Watling, Edited By E. F.",,0,8/1/2018
6253,9780226307923,Books,Non-fiction,Sophocles,Sophocles.,,0,11/10/2015
17465,,DVDs,DVD,"Sopranos, The",,,3,3/27/2017
17468,,DVDs,DVD,"Sopranos, The (Third Season)",,,2,3/27/2017
3155,9781570754944,Books,Judd Dolle,Sor Juana,"Gonzalez, Michelle A.",,0,9/24/2015
454,0670842729,Books,Judd Dolle,"Sorcerers' Crossing, The","Abelar, Taisha.",,1,9/8/2015
8612,9781400076550,Books,Non-fiction,Sore Winners,"Powers, John , 1951-",,0,3/25/2021
22383,9781586488857,Books,Non-fiction,"Soros Lectures, The","Soros, George.",,1,1/20/2019
8504,0879238798,Books,pic. books hard,Sorotchintzy Fair,"Gogol, Nikolai",,0,1/12/2016
11185,9781933372556,Books,Fiction,Sorry,"Jones, Gail",,2,12/1/2015
12670,0060917075,Books,Fiction,Sort of Rich,"Wilcox, James",,1,12/12/2015
8947,9780385240888,Books,Fiction,"sot-weed factor, The","Barth, John , 1930-",,2,11/14/2015
2419,9780062502438,Books,Non-fiction,Soul,"Cousineau, Phil.",,3,10/2/2015
21376,9780060925758,Books,Non-fiction,Soul Mates,"Moore, Thomas",,0,10/5/2015
18839,9780060936235,Books,Fiction,Soul Mountain,"Xingjian, Gao",,2,10/11/2017
300042,9781984832085,Books,Non-fiction,"Soul Of America, The","Meacham, Jon , author.",,0,1/23/2021
5760,9780393050974,Books,Non-fiction,"Soul Of Money, The","Twist, Lynne.",,0,10/24/2015
20417,9781405047388,Books,Non-fiction,"Soul On Ice, A","Hewitt, Gavin.",,1,4/27/2018
21096,,DVDs,DVD,Soul Surfer,,,0,7/21/2018
8935,9781400034406,Books,Fiction,"soul thief, The","Baxter, Charles , 1947-",,1,11/14/2015
4125,0553486055,Books,Young Adult,Soulmates,"Suzanne, Jamie.",,0,9/28/2015
2514,9780062508584,Books,Non-fiction,Soul-Purpose,"Thurston, Mark",,1,10/2/2015
2510,0679445226,Books,Non-fiction,"Soul's Code, The","Hillman, James.",,0,10/2/2015
234218,9781784042899,Books,Fiction,"Sound and the fury, The","Faulkner, William",,1,12/21/2019
16320,9781564149701,Books,Non-fiction,Sound medicine,"Perry, Wayne , 1946-",,2,1/4/2017
12652,9780802137845,Books,Fiction,Sound of One Hand Clapping,"Flanagan, Richard",,1,12/4/2015
14866,0060739460,Books,Young Adult,Sounder,"Armstrong, William H.",,0,5/21/2016
300765,9780374526177,Books,Non-fiction,"Sounds Of Poetry, The","Pinsky, Robert , author.",,0,4/10/2021
235499,0712601112,Books,Non-fiction,'SOUTH,"SHACKLETON, SIR ERNEST",,1,11/23/2015
21999,9781405360760,Books,Non-fiction,South Africa.,"Brett, Michael",,0,12/20/2018
773,9780201517996,Books,Judd Dolle,South American Cooking,"Karoff, Barbara , 1929-",,1,9/12/2015
13356,9781579546465,Books,Non-fiction,"South Beach diet, The","Agatston, Arthur.",,1,12/22/2015
23039,9780679767398,Books,Fiction,"South Of The Border, West Of The Sun","Murakami, Haruki",,1,3/27/2019
14267,,DVDs,DVD,South Pacific,,,2,3/30/2016
19765,,Books,Fiction,South sea stories,"Maugham, W. Somerset",,1,3/24/2018
8541,9781555973056,Books,Non-fiction,South Wind Changing,"Huynh, Jade Ngoc Quang",,1,11/13/2015
8417,9780500282090,Books,Non-fiction,Southeast Asia. A Concise History.,"Heidhues, Mary Somers",,0,3/24/2021
6348,1568959737,Books,large print,Southern Cross,"Cornwell, Patricia D.",,0,11/14/2015
11295,9780425172544,Books,Fiction,Southern Cross,"Cornwell, Patricia",,0,11/21/2015
17610,9780440243328,Books,Fiction,Southern Lights,"Steel, Danielle",,4,2/17/2017
20661,9780848718374,Books,Non-fiction,Southern Living Annuals & Perennials.,,,1,6/22/2018
6342,0783886853,Books,large print,Southern Nights,"Dailey, Janet",,0,11/14/2015
12052,9781888451412,Books,Fiction,Southland,"Revoyr, Nina",,2,12/9/2015
1103,9780312424541,Books,Fiction,Southwesterly Wind,"Garcia-Roza, Luiz Alfredo",,3,9/21/2015
3627,9781848581586,Books,child 500,Space,Arcturus,,3,10/3/2015
5212,9781855617827,Books,child 500,Space Shuttle,"Oxlade, Chris",,3,10/14/2015
9301,0006485014,Books,Fiction,Spadework,"Findley, Timothy",,1,11/24/2015
23351,9780544947238,Books,Non-fiction,Spain In Our Hearts,"Hochschild, Adam , author.",,0,4/10/2019
19638,9780060087753,Books,Non-fiction,Spanglish,"Stavans, Ilan.",,0,3/14/2018
832,,Books,Judd Dolle,"Spanish Arts Of Latin America., The","Cali, François , 1923-1980",,0,9/12/2015
19599,9780764107931,Books,2nd language re,Spanish For Gringos,"Harvey, Wiliam C.",,11,1/18/2018
18449,9780812098877,Books,Non-fiction,Spanish for human resources managers,"Harvey, William C.",,0,8/16/2017
300482,9780764103339,Books,2nd language re,Spanish For Reading,"Franco, Fabiola.",,0,3/27/2021
235207,9780156016896,Books,2nd language re,Spanish Grammar,"Aldaraca, Bridget , 1938-",,0,10/19/2020
17753,076790415x,Books,Non-fiction,Spanish lessons,"Lambert, Derek , 1929-",,1,3/1/2017
,0767915410,Manuscript Language Material,,Spanish made simple,"Némethy, Judith.",,0,11/26/2016
17107,26208032X,Books,2nd language re,spanish phonology,"Harris, James W.",,0,4/5/2017
811,9780140025002,Books,2nd language re,Spanish Short Stories - 1 /Cuentos Hispanicos - 1,"Franco, Jean - Edited by",,0,9/12/2015
16184,0486253996,Books,2nd language re,Spanish stories =,"Flores, Angel , 1900-1992.",,8,12/30/2016
16779,9780292706538,Books,Non-fiction,Spanish verbs made simple(r),"Brodsky, David , 1950-",,7,1/25/2017
234896,0764119850,Books,2nd language re,Spanish Vocabulary,"Dueber, Julianne.",,0,3/18/2020
21802,,Books,2nd language re,Spanish Vocabulary Cards,,,5,12/8/2018
7383,0393018393,Books,Non-fiction,"Spanish War, An American Epic--1898, The","O'Toole, G. J. A.  (George J. A.) , 1936-",,0,3/25/2021
22850,9780618910540,Books,Judd Dolle,Spanish Word Histories And Mysteries,,,1,3/1/2019
480,0155830481,Books,2nd language re,"Spanish: Listening, Speaking, Reading, Writing","Segreda, Guillermo.",,4,9/8/2015
20740,9780764146619,Books,child. Latin Am,Spanish-English Picture Dictionary,"Bruzzone, Catherine",,3,6/25/2018
23130,9781438006109,Books,2nd language re,Spanish-English Pocket Dictionary =,,,0,4/29/2019
11813,9780425221921,Books,Fiction,Spare Change,"Parker, Robert B.",,8,12/7/2015
13742,,DVDs,DVD,Sparkle,,,1,12/15/2015
19543,9780330491020,Books,Fiction,Spartan,"Manfredi, Valerio Massimo",,0,1/27/2018
22715,9780425236291,Books,Fiction,Spartan Gold,"Cussler, Clive",,0,2/11/2019
6604,9780679723394,Books,Non-fiction,SPEAK Autobiography Revisited,"Vladimir, NABOKOV",,0,11/7/2015
10679,9780345482181,Books,Fiction,Speak of the Devil,"Hawke, Richard",,4,11/28/2015
234750,0812550757,Books,Fiction,Speaker For The Dead,"Card, Orson Scott.",,1,1/22/2019
300768,9780544703391,Books,Non-fiction,Speaking American*,"Katz, Josh , author.",,0,4/10/2021
19904,9781501135996,Books,Fiction,Speaking In Bones,"Reichs, Kathy",,4,3/28/2018
9815,9780671024109,Books,Fiction,Speaking in Tongues,"Deaver, Jeffery",,1,11/21/2015
14486,978-0-19-511659-5,Books,Non-fiction,Speaking In Tongues And Dancing Diaspora,"Henderson, Mae G.",,1,4/27/2016
19396,0609608525,Books,Non-fiction,Speaking Of Books,"Kaplan, Rob.",,0,12/22/2017
234767,9780812978605,Books,Fiction,Special Assignments,"Akunin, B.  (Boris)",,0,3/6/2020
18156,0553581929,Books,Fiction,Special circumstances,"Siegel, Sheldon  (Sheldon M.)",,2,7/14/2017
10273,9780440224815,Books,Fiction,Special Delivery,"Steel, Danielle",,4,12/11/2015
5220,0307231089,Books,pic. books hard,Special Delivery,"McLenighan, Valjean.",,0,10/14/2015
18556,9781559716796,Books,pic. books hard,Special Gifts,"Olson, Dennis L.",,2,9/4/2017
19540,9780515132489,Books,Fiction,Special Ops,"Griffin, W. E. B.",,1,1/27/2018
10937,9781586480424,Books,Fiction,"special prisoner, The","Lehrer, James.",,2,12/2/2015
4670,9780689865404,Books,Young Adult,Specials,"Westerfeld, Scott.",,1,9/30/2015
1387,9780312425029,Books,Fiction,Specimen Days,"Cunningham, Michael",,0,9/18/2015
3757,9780138298708,Books,2nd language re,Spectrum,"Byrd, Donald R.H. Byrd Donald",,0,10/27/2015
22297,9780857382474,Books,Non-fiction,Speeches That Changed The World,"Montefiore, Simon Sebag",,1,1/9/2019
1996,9780312581565,Books,Fiction,Speed Shrinking,"Shapiro, Susan.",,4,9/23/2015
8263,0-15-602874-3,Books,Non-fiction,Speer,"Fest, Joachim",,0,2/26/2018
234279,9780446602457,Books,Fiction,Spencerville,"DeMille, Nelson",,1,12/23/2019
21314,9780345353146,Books,Fiction,Sphere,"Crichton, Michael",,2,11/21/2015
11970,9781476726403,Books,Fiction,Spider Bones,"Reichs, Kathy",,4,12/8/2015
2628,9781597376754,Audiobooks,Audiobooks,Spider Mountain,"Deutermann, P. T.",,1,8/22/2016
3582,,Books,child 500,"Spider Silk,","Goldin, Augusta R.",,3,10/3/2015
17481,,DVDs,DVD,Spider-Man,,,0,3/27/2017
14404,,DVDs,DVD,Spiderman 2,,,1,4/19/2016
235651,9781439147979,Books,Fiction,Spider's Bite,"Estep, Jennifer , author.",,0,2/5/2020
9675,9780312421175,Books,Fiction,Spies,"Frayn, Michael",,1,11/25/2015
8474,9780812977387,Books,Fiction,**Spies of the Balkans,"Furst, Alan.",,7,11/25/2015
17646,9780812977370,Books,Fiction,"**spies of Warsaw, The","Furst, Alan.",,2,2/20/2017
14678,9780789457134,Books,child 900,Spies!,"Platt, Richard",,2,5/7/2016
300566,9781554687589,Books,Fiction,Spin,"McKenzie, Catherine.",,0,4/2/2021
17149,,DVDs,DVD,Spinal Tap,,,0,4/12/2017
7992,9780441015825,Books,Science Fiction,Spindrift,"Steele, Allen",,1,12/12/2015
15719,9780375422232,Books,Hardcover fict,Spiral,"Geary, Joseph",,1,8/22/2016
12330,0671009567,Books,Fiction,Spiral,"Healy, Jeremiah",,3,11/28/2015
300046,9780813119052,Books,Non-fiction,"Spirit Of Carnival, The","Danow, David K.  (David Keevin) , 1944-",,0,1/23/2021
13312,,Puzzles,Puzzles,Spirit of Grizzly Creek 10584,,,0,2/12/2016
21382,0743492587,Books,Fiction,"Spirit Walk, Book One","Golden, Christie",,0,10/15/2018
1075,9780156005685,Books,Fiction,Spirits Of The Ordinary,"Alcala, Kathleen",,2,9/18/2015
15142,0393317927,Books,Non-fiction,"Spirits, Fairies, Leprechauns, and Goblins","Rose, Carol",,0,7/9/2016
22385,9781849011266,Books,Non-fiction,Spiritual Classics,"Russell, James M.",,1,1/20/2019
4930,9780684835341,Books,Non-fiction,Spiritual Literacy,"Brussat, Frederic",,0,10/14/2015
4838,0809124548,Books,Non-fiction,Spiritual Pilgrims,"Welch, John , 1939-",,0,10/5/2015
2527,9780553378375,Books,Non-fiction,Spiritwalker,"Wesselman, Hank",,3,10/2/2015
235380,9780593172070,Books,Non-fiction,"Splendid And The Vile, The","Larson, Erik , 1954- , author.",,2,12/3/2020
22706,9781858942582,Books,Non-fiction,Splendors Of China's Forbidden City,"Ho, Chuimei.",,1,11/26/2019
235394,978141970428,Books,Young Adult,Splintered,"Howard, A.G.",,0,12/5/2020
22133,9780425239735,Books,Fiction,Split Image,"Parker, Robert B.",,1,12/28/2018
11656,9781551669151,Books,Fiction,Split Second,"Kava, Alex",,3,12/2/2015
20872,9780752855844,Books,Non-fiction,"Spoilt Boy, A","Raphael, Frederic , 1931-",,0,7/2/2018
14089,9781439155202,Books,Non-fiction,Spoken from the heart,"Bush, Laura Welch , 1946-",,0,3/30/2016
234913,9780385387750,Books,child inter rea,Sponge Out Of Water,"Lewman, David , author.",,0,3/18/2020
2421,9780609600429,Books,Non-fiction,"Spontaneous Fulfillment Of Desire, The","Chopra, Deepak.",,0,10/2/2015
18995,000018999,Books,Fiction,Spook Country,"Gibson, William",,0,11/8/2017
20382,9780752876108,Books,Non-fiction,Spooks,"Sharpe, Roger",,1,4/25/2018
19063,9781101874271,Books,Hardcover fict,"Spool Of Blue Thread, A","Tyler, Anne.",,3,11/13/2017
9736,9780446540735,Books,Fiction,Spooner,"Dexter, Pete",,1,11/23/2015
19836,9780723246060,Books,Child B.C.,**Spot Tells The Time,"Hill, Eric",,5,3/27/2018
5329,0399209638,Books,Holidays,Spot's First Christmas,"Hill, Eric , 1927-2014.",,6,10/22/2015
22767,0684184567,Books,Judd Dolle,Springsteen,"Hilburn, Robert.",,0,2/25/2019
11556,9780375726057,Books,Fiction,Sputnik Sweetheart,"Murakami, Haruki",,9,12/4/2015
17064,9780316399890,Books,Fiction,Spy Games,"Brookes, Adam",,4,2/8/2017
18405,9780544208599,Books,Children,Spy Guy,"Young, Jessica  (Jessica E.) , author.",,8,8/10/2017
23333,9780142180884,Books,Fiction,Spy mistress,"Chiaverini, Jennifer",,0,4/10/2019
3996,0439507251,Books,Young Adult,Spy X,"Lerangis, Peter",,0,9/28/2015
5632,9780670820559,Books,Non-fiction,Spycatcher,"Wright, Peter , 1916-1995.",,1,10/23/2015
5659,9780450430053,Books,Non-fiction,"Spycatcher Affair, The","Pincher, Chapman.",,0,10/24/2015
300018,9781524733452,Books,Fiction,Squeeze Me,"Hiaasen, Carl , author.",,2,1/15/2021
21329,0425173534,Books,Fiction,SSN,"Clancy, Tom",,1,10/8/2018
21605,9781405037952,Books,Non-fiction,St Jude's,"Sisia, Gemma",,1,11/16/2018
16400,,Books,Fiction,"St. Mawr, and The man who died.","Lawrence, D. H.  (David Herbert) , 1885-1930.",,1,1/11/2017
16992,0590470523,Books,Young Adult,Stacey and the mystery at the mall,"Martin, Ann M. , 1955-",,1,2/8/2017
3972,0590228781,Books,Young Adult,"Stacey Mcgill, Super Sitter","Martin, Ann Matthews",,0,9/28/2015
235865,9780545232753,Books,child inter rea,Stacey The Soccer Fairy,"Meadows, Daisy",,0,2/14/2020
12394,9780152167882,Books,Fiction,"Staircase, The","Rinaldi, Ann.",,0,3/20/2021
5783,9780062554154,Books,Non-fiction,Stairway To Serenity,"L., Mark.",,0,10/24/2015
49,9780471329763,Books,Judd Dolle,Stairways To The Stars,"Aveni, Anthony",,2,8/25/2015
11198,9780553803457,Books,Fiction,Stalemate,"Johansen, Iris",,2,12/1/2015
22821,9780753817667,Books,Non-fiction,Stalin,"Sebag-Montefiore, Simon",,1,3/4/2019
20662,9780743276733,Books,Fiction,Stalin's Ghost,"Smith, Martin Cruz",,0,6/22/2018
21577,9781250005960,Books,Fiction,Stalked,"Brennan, Allison",,0,11/26/2018
8225,9780451451484,Books,Horror,Stalkers,Various,,0,12/14/2015
11729,0425166953,Books,Fiction,"stalking horse, The","Monfredo, Miriam Grace.",,2,11/25/2015
19211,,DVDs,DVD,Stand By Me,,,0,11/24/2017
18012,0439434521,Books,pic. books pape,"Stand Tall, Molly Lou Melon","Lovell, Patty",,0,6/19/2017
1315,9780316007054,Books,Fiction,Stand The Storm,"Clarke, Breena",,1,9/14/2015
18677,9780385199575,Books,Hardcover fict,"Stand, The","King, Stephen , 1947-",,3,9/13/2017
18680,9780399154294,Books,Hardcover fict,Standard Of Honor,"Whyte, Jack.",,0,9/13/2017
21575,9781409109419,Books,Fiction,Standing In Another Man's Grave,"Rankin, Ian",,4,11/26/2018
20214,9780590134620,Books,Young Adult,Standing In The Light,"Osborne, Mary Pope.",,1,2/27/2018
19673,9781494772437,Books,Fiction,Standing Stones,"Camp, Beth",,1,2/28/2018
10218,9780446609616,Books,Fiction,Standoff,"Brown, Sandra",,1,11/16/2015
18943,9780451466877,Books,Fiction,Standup Guy,"Woods, Stuart",,5,11/11/2017
5113,9780439588645,Books,child inter rea,Stanley in Space,"Brown, Jeff",,1,11/3/2015
4607,0671879995,Books,Young Adult,"Star Ghost, The","Strickland, Brad.",,1,9/29/2015
69,9780292752269,Books,Non-fiction,**Star Gods Of The Maya,"Milbrath, Susan.",,6,8/24/2015
